areaCode,areaName,areaType,date,newPeopleVaccinatedCompleteByVaccinationDate
E12000006,East of England,region,2021-02-18,460
E12000006,East of England,region,2021-02-17,519
E12000006,East of England,region,2021-02-16,352
E12000006,East of England,region,2021-02-15,351
E12000006,East of England,region,2021-02-14,142
E12000006,East of England,region,2021-02-13,310
E12000006,East of England,region,2021-02-12,356
E12000006,East of England,region,2021-02-11,277
E12000006,East of England,region,2021-02-10,338
E12000006,East of England,region,2021-02-09,164
E12000006,East of England,region,2021-02-08,79
E12000006,East of England,region,2021-02-07,51
E12000006,East of England,region,2021-02-06,122
E12000006,East of England,region,2021-02-05,329
E12000006,East of England,region,2021-02-04,239
E12000006,East of England,region,2021-02-03,163
E12000006,East of England,region,2021-02-02,151
E12000006,East of England,region,2021-02-01,184
E12000006,East of England,region,2021-01-31,226
E12000006,East of England,region,2021-01-30,231
E12000006,East of England,region,2021-01-29,163
E12000006,East of England,region,2021-01-28,133
E12000006,East of England,region,2021-01-27,58
E12000006,East of England,region,2021-01-26,32
E12000006,East of England,region,2021-01-25,44
E12000006,East of England,region,2021-01-24,55
E12000006,East of England,region,2021-01-23,89
E12000006,East of England,region,2021-01-22,68
E12000006,East of England,region,2021-01-21,124
E12000006,East of England,region,2021-01-20,85
E12000006,East of England,region,2021-01-19,61
E12000006,East of England,region,2021-01-18,53
E12000006,East of England,region,2021-01-17,91
E12000006,East of England,region,2021-01-16,113
E12000006,East of England,region,2021-01-15,91
E12000006,East of England,region,2021-01-14,143
E12000006,East of England,region,2021-01-13,330
E12000006,East of England,region,2021-01-12,415
E12000006,East of England,region,2021-01-11,921
E12000006,East of England,region,2021-01-10,3565
E12000006,East of England,region,2021-01-09,5680
E12000006,East of England,region,2021-01-08,5772
E12000006,East of England,region,2021-01-07,10580
E12000006,East of England,region,2021-01-06,11605
E12000006,East of England,region,2021-01-05,7994
E12000006,East of England,region,2021-01-04,1049
E12000006,East of England,region,2021-01-03,833
E12000006,East of England,region,2021-01-02,840
E12000006,East of England,region,2021-01-01,340
E12000006,East of England,region,2020-12-31,833
E12000006,East of England,region,2020-12-30,640
E12000006,East of England,region,2020-12-29,177
E12000007,London,region,2021-10-02,6294
E12000007,London,region,2021-10-01,5110
E12000007,London,region,2021-09-30,5049
E12000007,London,region,2021-09-29,5168
E12000007,London,region,2021-09-28,5205
E12000007,London,region,2021-09-27,5896
E12000007,London,region,2021-09-26,3148
E12000007,London,region,2021-09-25,8698
E12000007,London,region,2021-09-24,6671
E12000007,London,region,2021-09-23,7208
E12000007,London,region,2021-09-22,7162
E12000007,London,region,2021-09-21,7044
E12000007,London,region,2021-09-20,8500
E12000007,London,region,2021-09-19,4586
E12000007,London,region,2021-09-18,11188
E12000007,London,region,2021-09-17,9844
E12000007,London,region,2021-09-16,9264
E12000007,London,region,2021-09-15,9228
E12000007,London,region,2021-09-14,9323
E12000007,London,region,2021-09-13,10412
E12000007,London,region,2021-09-12,5834
E12000007,London,region,2021-09-11,14022
E12000007,London,region,2021-09-10,12247
E12000007,London,region,2021-09-09,12870
E12000007,London,region,2021-09-08,12027
E12000007,London,region,2021-09-07,12764
E12000007,London,region,2021-09-06,14437
E12000007,London,region,2021-09-05,9547
E12000007,London,region,2021-09-04,19166
E12000007,London,region,2021-09-03,16436
E12000007,London,region,2021-09-02,16967
E12000007,London,region,2021-09-01,16634
E12000007,London,region,2021-08-31,19073
E12000007,London,region,2021-08-30,10479
E12000007,London,region,2021-08-29,11580
E12000007,London,region,2021-08-28,20441
E12000007,London,region,2021-08-27,20487
E12000007,London,region,2021-08-26,22778
E12000007,London,region,2021-08-25,22020
E12000007,London,region,2021-08-24,21650
E12000007,London,region,2021-08-23,23639
E12000007,London,region,2021-08-22,17485
E12000007,London,region,2021-08-21,28291
E12000007,London,region,2021-08-20,25989
E12000007,London,region,2021-08-19,26956
E12000007,London,region,2021-08-18,24862
E12000007,London,region,2021-08-17,24594
E12000007,London,region,2021-08-16,26840
E12000007,London,region,2021-08-15,20026
E12000007,London,region,2021-08-14,32097
E12000007,London,region,2021-08-13,26866
E12000007,London,region,2021-08-12,29665
E12000007,London,region,2021-08-11,24953
E12000007,London,region,2021-08-10,25134
E12000007,London,region,2021-08-09,25439
E12000007,London,region,2021-08-08,19826
E12000007,London,region,2021-08-07,33216
E12000007,London,region,2021-08-06,26228
E12000007,London,region,2021-08-05,28159
E12000007,London,region,2021-08-04,21958
E12000007,London,region,2021-08-03,23114
E12000007,London,region,2021-08-02,22853
E12000007,London,region,2021-08-01,21307
E12000007,London,region,2021-07-31,33388
E12000007,London,region,2021-07-30,26969
E12000007,London,region,2021-07-29,28864
E12000007,London,region,2021-07-28,25330
E12000007,London,region,2021-07-27,25215
E12000007,London,region,2021-07-26,25326
E12000007,London,region,2021-07-25,21378
E12000007,London,region,2021-07-24,36804
E12000007,London,region,2021-07-23,31400
E12000007,London,region,2021-07-22,32475
E12000007,London,region,2021-07-21,29138
E12000007,London,region,2021-07-20,23224
E12000007,London,region,2021-07-19,22420
E12000007,London,region,2021-07-18,24012
E12000007,London,region,2021-07-17,36113
E12000007,London,region,2021-07-16,30088
E12000007,London,region,2021-07-15,29805
E12000007,London,region,2021-07-14,29826
E12000007,London,region,2021-07-13,21658
E12000007,London,region,2021-07-12,18628
E12000007,London,region,2021-07-11,14870
E12000007,London,region,2021-07-10,31016
E12000007,London,region,2021-07-09,27216
E12000007,London,region,2021-07-08,25026
E12000007,London,region,2021-07-07,26863
E12000007,London,region,2021-07-06,20427
E12000007,London,region,2021-07-05,21397
E12000007,London,region,2021-07-04,16667
E12000007,London,region,2021-07-03,29240
E12000007,London,region,2021-07-02,26610
E12000007,London,region,2021-07-01,28402
E12000007,London,region,2021-06-30,31176
E12000007,London,region,2021-06-29,22963
E12000007,London,region,2021-06-28,21717
E12000007,London,region,2021-06-27,21798
E12000007,London,region,2021-06-26,32403
E12000007,London,region,2021-06-25,30466
E12000007,London,region,2021-06-24,27150
E12000007,London,region,2021-06-23,25569
E12000007,London,region,2021-06-22,23734
E12000007,London,region,2021-06-21,19853
E12000007,London,region,2021-06-20,16188
E12000007,London,region,2021-06-19,32389
E12000007,London,region,2021-06-18,31921
E12000007,London,region,2021-06-17,30989
E12000007,London,region,2021-06-16,30422
E12000007,London,region,2021-06-15,27916
E12000007,London,region,2021-06-14,28543
E12000007,London,region,2021-06-13,19704
E12000007,London,region,2021-06-12,33799
E12000007,London,region,2021-06-11,36296
E12000007,London,region,2021-06-10,36046
E12000007,London,region,2021-06-09,36235
E12000007,London,region,2021-06-08,33741
E12000007,London,region,2021-06-07,33977
E12000007,London,region,2021-06-06,24441
E12000007,London,region,2021-06-05,43903
E12000007,London,region,2021-06-04,38950
E12000007,London,region,2021-06-03,38826
E12000007,London,region,2021-06-02,35842
E12000007,London,region,2021-06-01,33959
E12000007,London,region,2021-05-31,22715
E12000007,London,region,2021-05-30,17541
E12000007,London,region,2021-05-29,37562
E12000007,London,region,2021-05-28,44300
E12000007,London,region,2021-05-27,45306
E12000007,London,region,2021-05-26,40902
E12000007,London,region,2021-05-25,38513
E12000007,London,region,2021-05-24,34831
E12000007,London,region,2021-05-23,27287
E12000007,London,region,2021-05-22,50135
E12000007,London,region,2021-05-21,47637
E12000007,London,region,2021-05-20,43720
E12000007,London,region,2021-05-19,38354
E12000007,London,region,2021-05-18,33501
E12000007,London,region,2021-05-17,28105
E12000007,London,region,2021-05-16,21820
E12000007,London,region,2021-05-15,37436
E12000007,London,region,2021-05-14,43595
E12000007,London,region,2021-05-13,39259
E12000007,London,region,2021-05-12,41711
E12000007,London,region,2021-05-11,41839
E12000007,London,region,2021-05-10,25025
E12000007,London,region,2021-05-09,24680
E12000007,London,region,2021-05-08,48218
E12000007,London,region,2021-05-07,52624
E12000007,London,region,2021-05-06,51848
E12000007,London,region,2021-05-05,39033
E12000007,London,region,2021-05-04,26811
E12000007,London,region,2021-05-03,8364
E12000007,London,region,2021-05-02,12986
E12000007,London,region,2021-05-01,31347
E12000007,London,region,2021-04-30,39057
E12000007,London,region,2021-04-29,42683
E12000007,London,region,2021-04-28,40956
E12000007,London,region,2021-04-27,37586
E12000007,London,region,2021-04-26,25052
E12000007,London,region,2021-04-25,22750
E12000007,London,region,2021-04-24,40023
E12000007,London,region,2021-04-23,46663
E12000007,London,region,2021-04-22,42915
E12000007,London,region,2021-04-21,44897
E12000007,London,region,2021-04-20,33520
E12000007,London,region,2021-04-19,28568
E12000007,London,region,2021-04-18,25735
E12000007,London,region,2021-04-17,48639
E12000007,London,region,2021-04-16,52686
E12000007,London,region,2021-04-15,48544
E12000007,London,region,2021-04-14,43844
E12000007,London,region,2021-04-13,30913
E12000007,London,region,2021-04-12,20501
E12000007,London,region,2021-04-11,17572
E12000007,London,region,2021-04-10,45987
E12000007,London,region,2021-04-09,47779
E12000007,London,region,2021-04-08,48931
E12000007,London,region,2021-04-07,49749
E12000007,London,region,2021-04-06,21007
E12000007,London,region,2021-04-05,2775
E12000007,London,region,2021-04-04,2358
E12000007,London,region,2021-04-03,15053
E12000007,London,region,2021-04-02,22659
E12000007,London,region,2021-04-01,58012
E12000007,London,region,2021-03-31,47757
E12000007,London,region,2021-03-30,33230
E12000007,London,region,2021-03-29,19037
E12000007,London,region,2021-03-28,7519
E12000007,London,region,2021-03-27,15154
E12000007,London,region,2021-03-26,25108
E12000007,London,region,2021-03-25,28625
E12000007,London,region,2021-03-24,29790
E12000007,London,region,2021-03-23,17675
E12000007,London,region,2021-03-22,7791
E12000007,London,region,2021-03-21,2668
E12000007,London,region,2021-03-20,6860
E12000007,London,region,2021-03-19,12879
E12000007,London,region,2021-03-18,15360
E12000007,London,region,2021-03-17,11937
E12000007,London,region,2021-03-16,9218
E12000007,London,region,2021-03-15,4633
E12000007,London,region,2021-03-14,2309
E12000007,London,region,2021-03-13,4882
E12000007,London,region,2021-03-12,8195
E12000007,London,region,2021-03-11,6443
E12000007,London,region,2021-03-10,7766
E12000007,London,region,2021-03-09,7472
E12000007,London,region,2021-03-08,3990
E12000007,London,region,2021-03-07,951
E12000007,London,region,2021-03-06,3500
E12000007,London,region,2021-03-05,6609
E12000007,London,region,2021-03-04,6023
E12000007,London,region,2021-03-03,6129
E12000007,London,region,2021-03-02,3841
E12000007,London,region,2021-03-01,1979
E12000007,London,region,2021-02-28,962
E12000007,London,region,2021-02-27,2374
E12000007,London,region,2021-02-26,2897
E12000007,London,region,2021-02-25,3037
E12000007,London,region,2021-02-24,2682
E12000007,London,region,2021-02-23,1392
E12000007,London,region,2021-02-22,756
E12000007,London,region,2021-02-21,126
E12000007,London,region,2021-02-20,266
E12000007,London,region,2021-02-19,961
E12000007,London,region,2021-02-18,1185
E12000007,London,region,2021-02-17,885
E12000007,London,region,2021-02-16,533
E12000007,London,region,2021-02-15,175
E12000007,London,region,2021-02-14,47
E12000007,London,region,2021-02-13,123
E12000007,London,region,2021-02-12,309
E12000007,London,region,2021-02-11,563
E12000007,London,region,2021-02-10,478
E12000007,London,region,2021-02-09,257
E12000007,London,region,2021-02-08,117
E12000007,London,region,2021-02-07,124
E12000007,London,region,2021-02-06,75
E12000007,London,region,2021-02-05,157
E12000007,London,region,2021-02-04,329
E12000007,London,region,2021-02-03,271
E12000007,London,region,2021-02-02,203
E12000007,London,region,2021-02-01,311
E12000007,London,region,2021-01-31,567
E12000007,London,region,2021-01-30,358
E12000007,London,region,2021-01-29,463
E12000007,London,region,2021-01-28,307
E12000007,London,region,2021-01-27,138
E12000007,London,region,2021-01-26,126
E12000007,London,region,2021-01-25,61
E12000007,London,region,2021-01-24,93
E12000007,London,region,2021-01-23,122
E12000007,London,region,2021-01-22,103
E12000007,London,region,2021-01-21,814
E12000007,London,region,2021-01-20,636
E12000007,London,region,2021-01-19,355
E12000007,London,region,2021-01-18,197
E12000007,London,region,2021-01-17,101
E12000007,London,region,2021-01-16,272
E12000007,London,region,2021-01-15,742
E12000007,London,region,2021-01-14,1325
E12000007,London,region,2021-01-13,1962
E12000007,London,region,2021-01-12,2565
E12000007,London,region,2021-01-11,3329
E12000007,London,region,2021-01-10,5158
E12000007,London,region,2021-01-09,5948
E12000007,London,region,2021-01-08,9420
E12000007,London,region,2021-01-07,10753
E12000007,London,region,2021-01-06,8937
E12000007,London,region,2021-01-05,3737
E12000007,London,region,2021-01-04,716
E12000007,London,region,2021-01-03,92
E12000007,London,region,2021-01-02,132
E12000007,London,region,2021-01-01,16
E12000007,London,region,2020-12-31,322
E12000007,London,region,2020-12-30,326
E12000007,London,region,2020-12-29,253
E12000008,South East,region,2021-10-02,5142
E12000008,South East,region,2021-10-01,3977
E12000008,South East,region,2021-09-30,5068
E12000008,South East,region,2021-09-29,5066
E12000008,South East,region,2021-09-28,5061
E12000008,South East,region,2021-09-27,4852
E12000008,South East,region,2021-09-26,3200
E12000008,South East,region,2021-09-25,7132
E12000008,South East,region,2021-09-24,7394
E12000008,South East,region,2021-09-23,6687
E12000008,South East,region,2021-09-22,6386
E12000008,South East,region,2021-09-21,6535
E12000008,South East,region,2021-09-20,7461
E12000008,South East,region,2021-09-19,4562
E12000008,South East,region,2021-09-18,12752
E12000008,South East,region,2021-09-17,8603
E12000008,South East,region,2021-09-16,10123
E12000008,South East,region,2021-09-15,9190
E12000008,South East,region,2021-09-14,9135
E12000008,South East,region,2021-09-13,8913
E12000008,South East,region,2021-09-12,6514
E12000008,South East,region,2021-09-11,14902
E12000008,South East,region,2021-09-10,13543
E12000008,South East,region,2021-09-09,14275
E12000008,South East,region,2021-09-08,13458
E12000008,South East,region,2021-09-07,11963
E12000008,South East,region,2021-09-06,11358
E12000008,South East,region,2021-09-05,11435
E12000008,South East,region,2021-09-04,20941
E12000008,South East,region,2021-09-03,17235
E12000008,South East,region,2021-09-02,16690
E12000008,South East,region,2021-09-01,17594
E12000008,South East,region,2021-08-31,19367
E12000008,South East,region,2021-08-30,8623
E12000008,South East,region,2021-08-29,11636
E12000008,South East,region,2021-08-28,20386
E12000008,South East,region,2021-08-27,19662
E12000008,South East,region,2021-08-26,21274
E12000008,South East,region,2021-08-25,21210
E12000008,South East,region,2021-08-24,21490
E12000008,South East,region,2021-08-23,17142
E12000008,South East,region,2021-08-22,15138
E12000008,South East,region,2021-08-21,32014
E12000008,South East,region,2021-08-20,25110
E12000008,South East,region,2021-08-19,27135
E12000008,South East,region,2021-08-18,22704
E12000008,South East,region,2021-08-17,20653
E12000008,South East,region,2021-08-16,18442
E12000008,South East,region,2021-08-15,16154
E12000008,South East,region,2021-08-14,32931
E12000008,South East,region,2021-08-13,23670
E12000008,South East,region,2021-08-12,28708
E12000008,South East,region,2021-08-11,24049
E12000008,South East,region,2021-08-10,21394
E12000008,South East,region,2021-08-09,19356
E12000008,South East,region,2021-08-08,18392
E12000008,South East,region,2021-08-07,33597
E12000008,South East,region,2021-08-06,23163
E12000008,South East,region,2021-08-05,24528
E12000008,South East,region,2021-08-04,21313
E12000008,South East,region,2021-08-03,20124
E12000008,South East,region,2021-08-02,17217
E12000008,South East,region,2021-08-01,12855
E12000008,South East,region,2021-07-31,29945
E12000008,South East,region,2021-07-30,23747
E12000008,South East,region,2021-07-29,23734
E12000008,South East,region,2021-07-28,20766
E12000008,South East,region,2021-07-27,18049
E12000008,South East,region,2021-07-26,18641
E12000008,South East,region,2021-07-25,15183
E12000008,South East,region,2021-07-24,33141
E12000008,South East,region,2021-07-23,30102
E12000008,South East,region,2021-07-22,24074
E12000008,South East,region,2021-07-21,25300
E12000008,South East,region,2021-07-20,25732
E12000008,South East,region,2021-07-19,18896
E12000008,South East,region,2021-07-18,17773
E12000008,South East,region,2021-07-17,36289
E12000008,South East,region,2021-07-16,31364
E12000008,South East,region,2021-07-15,28847
E12000008,South East,region,2021-07-14,27388
E12000008,South East,region,2021-07-13,22126
E12000008,South East,region,2021-07-12,20421
E12000008,South East,region,2021-07-11,15042
E12000008,South East,region,2021-07-10,31636
E12000008,South East,region,2021-07-09,24021
E12000008,South East,region,2021-07-08,22153
E12000008,South East,region,2021-07-07,18590
E12000008,South East,region,2021-07-06,18402
E12000008,South East,region,2021-07-05,19635
E12000008,South East,region,2021-07-04,15374
E12000008,South East,region,2021-07-03,32806
E12000008,South East,region,2021-07-02,25331
E12000008,South East,region,2021-07-01,26862
E12000008,South East,region,2021-06-30,20450
E12000008,South East,region,2021-06-29,17634
E12000008,South East,region,2021-06-28,16208
E12000008,South East,region,2021-06-27,12817
E12000008,South East,region,2021-06-26,33064
E12000008,South East,region,2021-06-25,21158
E12000008,South East,region,2021-06-24,20432
E12000008,South East,region,2021-06-23,20656
E12000008,South East,region,2021-06-22,19405
E12000008,South East,region,2021-06-21,16491
E12000008,South East,region,2021-06-20,13286
E12000008,South East,region,2021-06-19,32840
E12000008,South East,region,2021-06-18,30590
E12000008,South East,region,2021-06-17,32004
E12000008,South East,region,2021-06-16,30885
E12000008,South East,region,2021-06-15,29952
E12000008,South East,region,2021-06-14,27799
E12000008,South East,region,2021-06-13,23175
E12000008,South East,region,2021-06-12,47952
E12000008,South East,region,2021-06-11,43659
E12000008,South East,region,2021-06-10,43824
E12000008,South East,region,2021-06-09,44471
E12000008,South East,region,2021-06-08,40917
E12000008,South East,region,2021-06-07,43837
E12000008,South East,region,2021-06-06,34079
E12000008,South East,region,2021-06-05,70649
E12000008,South East,region,2021-06-04,56734
E12000008,South East,region,2021-06-03,58735
E12000008,South East,region,2021-06-02,49075
E12000008,South East,region,2021-06-01,50049
E12000008,South East,region,2021-05-31,29366
E12000008,South East,region,2021-05-30,35444
E12000008,South East,region,2021-05-29,70953
E12000008,South East,region,2021-05-28,66080
E12000008,South East,region,2021-05-27,58329
E12000008,South East,region,2021-05-26,55984
E12000008,South East,region,2021-05-25,56898
E12000008,South East,region,2021-05-24,45130
E12000008,South East,region,2021-05-23,38556
E12000008,South East,region,2021-05-22,94187
E12000008,South East,region,2021-05-21,67765
E12000008,South East,region,2021-05-20,58892
E12000008,South East,region,2021-05-19,49919
E12000008,South East,region,2021-05-18,39095
E12000008,South East,region,2021-05-17,35050
E12000008,South East,region,2021-05-16,28024
E12000008,South East,region,2021-05-15,65699
E12000008,South East,region,2021-05-14,55335
E12000008,South East,region,2021-05-13,68806
E12000008,South East,region,2021-05-12,67104
E12000008,South East,region,2021-05-11,46338
E12000008,South East,region,2021-05-10,26164
E12000008,South East,region,2021-05-09,24128
E12000008,South East,region,2021-05-08,78668
E12000008,South East,region,2021-05-07,69002
E12000008,South East,region,2021-05-06,64873
E12000008,South East,region,2021-05-05,54290
E12000008,South East,region,2021-05-04,33419
E12000008,South East,region,2021-05-03,20621
E12000008,South East,region,2021-05-02,26966
E12000008,South East,region,2021-05-01,62394
E12000008,South East,region,2021-04-30,66288
E12000008,South East,region,2021-04-29,76498
E12000008,South East,region,2021-04-28,59929
E12000008,South East,region,2021-04-27,46358
E12000008,South East,region,2021-04-26,40023
E12000008,South East,region,2021-04-25,37131
E12000008,South East,region,2021-04-24,88055
E12000008,South East,region,2021-04-23,67240
E12000008,South East,region,2021-04-22,56631
E12000008,South East,region,2021-04-21,51906
E12000008,South East,region,2021-04-20,44427
E12000008,South East,region,2021-04-19,30301
E12000008,South East,region,2021-04-18,29041
E12000008,South East,region,2021-04-17,82534
E12000008,South East,region,2021-04-16,71523
E12000008,South East,region,2021-04-15,52487
E12000008,South East,region,2021-04-14,39721
E12000008,South East,region,2021-04-13,35181
E12000008,South East,region,2021-04-12,21284
E12000008,South East,region,2021-04-11,22197
E12000008,South East,region,2021-04-10,76590
E12000008,South East,region,2021-04-09,67281
E12000008,South East,region,2021-04-08,63371
E12000008,South East,region,2021-04-07,60671
E12000008,South East,region,2021-04-06,23630
E12000008,South East,region,2021-04-05,6535
E12000008,South East,region,2021-04-04,3104
E12000008,South East,region,2021-04-03,25299
E12000008,South East,region,2021-04-02,34507
E12000008,South East,region,2021-04-01,62585
E12000008,South East,region,2021-03-31,53831
E12000008,South East,region,2021-03-30,39751
E12000008,South East,region,2021-03-29,21771
E12000008,South East,region,2021-03-28,16887
E12000008,South East,region,2021-03-27,40621
E12000008,South East,region,2021-03-26,39837
E12000008,South East,region,2021-03-25,43067
E12000008,South East,region,2021-03-24,38890
E12000008,South East,region,2021-03-23,28153
E12000008,South East,region,2021-03-22,12877
E12000008,South East,region,2021-03-21,6974
E12000008,South East,region,2021-03-20,10189
E12000008,South East,region,2021-03-19,14728
E12000008,South East,region,2021-03-18,18088
E12000008,South East,region,2021-03-17,16333
E12000008,South East,region,2021-03-16,10781
E12000008,South East,region,2021-03-15,5131
E12000008,South East,region,2021-03-14,2578
E12000008,South East,region,2021-03-13,8630
E12000008,South East,region,2021-03-12,14224
E12000008,South East,region,2021-03-11,10773
E12000008,South East,region,2021-03-10,13328
E12000008,South East,region,2021-03-09,9033
E12000008,South East,region,2021-03-08,4562
E12000008,South East,region,2021-03-07,1548
E12000008,South East,region,2021-03-06,3240
E12000008,South East,region,2021-03-05,4447
E12000008,South East,region,2021-03-04,8323
E12000008,South East,region,2021-03-03,9014
E12000008,South East,region,2021-03-02,7006
E12000008,South East,region,2021-03-01,1692
E12000008,South East,region,2021-02-28,1416
E12000008,South East,region,2021-02-27,2176
E12000008,South East,region,2021-02-26,2574
E12000008,South East,region,2021-02-25,2885
E12000008,South East,region,2021-02-24,2553
E12000008,South East,region,2021-02-23,1736
E12000008,South East,region,2021-02-22,1468
E12000008,South East,region,2021-02-21,216
E12000008,South East,region,2021-02-20,181
E12000008,South East,region,2021-02-19,578
E12000008,South East,region,2021-02-18,632
E12000008,South East,region,2021-02-17,795
E12000008,South East,region,2021-02-16,675
E12000008,South East,region,2021-02-15,156
E12000008,South East,region,2021-02-14,162
E12000008,South East,region,2021-02-13,548
E12000008,South East,region,2021-02-12,1234
E12000008,South East,region,2021-02-11,1060
E12000008,South East,region,2021-02-10,806
E12000008,South East,region,2021-02-09,637
E12000008,South East,region,2021-02-08,491
E12000008,South East,region,2021-02-07,28
E12000008,South East,region,2021-02-06,103
E12000008,South East,region,2021-02-05,455
E12000008,South East,region,2021-02-04,425
E12000008,South East,region,2021-02-03,590
E12000008,South East,region,2021-02-02,286
E12000008,South East,region,2021-02-01,246
E12000008,South East,region,2021-01-31,244
E12000008,South East,region,2021-01-30,458
E12000008,South East,region,2021-01-29,391
E12000008,South East,region,2021-01-28,310
E12000008,South East,region,2021-01-27,113
E12000008,South East,region,2021-01-26,104
E12000008,South East,region,2021-01-25,189
E12000008,South East,region,2021-01-24,172
E12000008,South East,region,2021-01-23,92
E12000008,South East,region,2021-01-22,97
E12000008,South East,region,2021-01-21,161
E12000008,South East,region,2021-01-20,139
E12000008,South East,region,2021-01-19,188
E12000008,South East,region,2021-01-18,230
E12000008,South East,region,2021-01-17,50
E12000008,South East,region,2021-01-16,91
E12000008,South East,region,2021-01-15,380
E12000008,South East,region,2021-01-14,1072
E12000008,South East,region,2021-01-13,2641
E12000008,South East,region,2021-01-12,2318
E12000008,South East,region,2021-01-11,2520
E12000008,South East,region,2021-01-10,7390
E12000008,South East,region,2021-01-09,14745
E12000008,South East,region,2021-01-08,12571
E12000008,South East,region,2021-01-07,12061
E12000008,South East,region,2021-01-06,12097
E12000008,South East,region,2021-01-05,6803
E12000008,South East,region,2021-01-04,1115
E12000008,South East,region,2021-01-03,487
E12000008,South East,region,2021-01-02,653
E12000008,South East,region,2021-01-01,65
E12000008,South East,region,2020-12-31,479
E12000008,South East,region,2020-12-30,475
E12000008,South East,region,2020-12-29,393
E12000009,South West,region,2021-10-02,2279
E12000009,South West,region,2021-10-01,3184
E12000009,South West,region,2021-09-30,3386
E12000009,South West,region,2021-09-29,2969
E12000009,South West,region,2021-09-28,2891
E12000009,South West,region,2021-09-27,2917
E12000009,South West,region,2021-09-26,1890
E12000009,South West,region,2021-09-25,4059
E12000009,South West,region,2021-09-24,3992
E12000009,South West,region,2021-09-23,4905
E12000009,South West,region,2021-09-22,3693
E12000009,South West,region,2021-09-21,4393
E12000009,South West,region,2021-09-20,3818
E12000009,South West,region,2021-09-19,2568
E12000009,South West,region,2021-09-18,6337
E12000009,South West,region,2021-09-17,5739
E12000009,South West,region,2021-09-16,6157
E12000009,South West,region,2021-09-15,7210
E12000009,South West,region,2021-09-14,6147
E12000009,South West,region,2021-09-13,5942
E12000009,South West,region,2021-09-12,4562
E12000009,South West,region,2021-09-11,10464
E12000009,South West,region,2021-09-10,8482
E12000009,South West,region,2021-09-09,11078
E12000009,South West,region,2021-09-08,9573
E12000009,South West,region,2021-09-07,8692
E12000009,South West,region,2021-09-06,8871
E12000009,South West,region,2021-09-05,6173
E12000009,South West,region,2021-09-04,13898
E12000009,South West,region,2021-09-03,11603
E12000009,South West,region,2021-09-02,13246
E12000009,South West,region,2021-09-01,11171
E12000009,South West,region,2021-08-31,10464
E12000009,South West,region,2021-08-30,6653
E12000009,South West,region,2021-08-29,6287
E12000009,South West,region,2021-08-28,12207
E12000009,South West,region,2021-08-27,13320
E12000009,South West,region,2021-08-26,15133
E12000009,South West,region,2021-08-25,15485
E12000009,South West,region,2021-08-24,14076
E12000009,South West,region,2021-08-23,13695
E12000009,South West,region,2021-08-22,10767
E12000009,South West,region,2021-08-21,21447
E12000009,South West,region,2021-08-20,16160
E12000009,South West,region,2021-08-19,15954
E12000009,South West,region,2021-08-18,20150
E12000009,South West,region,2021-08-17,12171
E12000009,South West,region,2021-08-16,12501
E12000009,South West,region,2021-08-15,9974
E12000009,South West,region,2021-08-14,18848
E12000009,South West,region,2021-08-13,17689
E12000009,South West,region,2021-08-12,17192
E12000009,South West,region,2021-08-11,19619
E12000009,South West,region,2021-08-10,12811
E12000009,South West,region,2021-08-09,12255
E12000009,South West,region,2021-08-08,7082
E12000009,South West,region,2021-08-07,22794
E12000009,South West,region,2021-08-06,15192
E12000009,South West,region,2021-08-05,13230
E12000009,South West,region,2021-08-04,13135
E12000009,South West,region,2021-08-03,11734
E12000009,South West,region,2021-08-02,9634
E12000009,South West,region,2021-08-01,9315
E12000009,South West,region,2021-07-31,17140
E12000009,South West,region,2021-07-30,14404
E12000009,South West,region,2021-07-29,13886
E12000009,South West,region,2021-07-28,14447
E12000009,South West,region,2021-07-27,9477
E12000009,South West,region,2021-07-26,11818
E12000009,South West,region,2021-07-25,9087
E12000009,South West,region,2021-07-24,16151
E12000009,South West,region,2021-07-23,13178
E12000009,South West,region,2021-07-22,14177
E12000009,South West,region,2021-07-21,15454
E12000009,South West,region,2021-07-20,11837
E12000009,South West,region,2021-07-19,12105
E12000009,South West,region,2021-07-18,7102
E12000009,South West,region,2021-07-17,19933
E12000009,South West,region,2021-07-16,15344
E12000009,South West,region,2021-07-15,16517
E12000009,South West,region,2021-07-14,13822
E12000009,South West,region,2021-07-13,10619
E12000009,South West,region,2021-07-12,7556
E12000009,South West,region,2021-07-11,8388
E12000009,South West,region,2021-07-10,16116
E12000009,South West,region,2021-07-09,10586
E12000009,South West,region,2021-07-08,12576
E12000009,South West,region,2021-07-07,12018
E12000009,South West,region,2021-07-06,10670
E12000009,South West,region,2021-07-05,9656
E12000009,South West,region,2021-07-04,6589
E12000009,South West,region,2021-07-03,15689
E12000009,South West,region,2021-07-02,13290
E12000009,South West,region,2021-07-01,13498
E12000009,South West,region,2021-06-30,14158
E12000009,South West,region,2021-06-29,11249
E12000009,South West,region,2021-06-28,8910
E12000009,South West,region,2021-06-27,5609
E12000009,South West,region,2021-06-26,11746
E12000009,South West,region,2021-06-25,10036
E12000009,South West,region,2021-06-24,9915
E12000009,South West,region,2021-06-23,6393
E12000009,South West,region,2021-06-22,8794
E12000009,South West,region,2021-06-21,5193
E12000009,South West,region,2021-06-20,3790
E12000009,South West,region,2021-06-19,18747
E12000009,South West,region,2021-06-18,10174
E12000009,South West,region,2021-06-17,12480
